,emotion
21974,Not classified
21975,Fear
21976,Fear
21977,Happy
21978,Not classified
21979,Not classified
21980,Not classified
21981,Not classified
21982,Happy
21983,Not classified
21984,Surprise
21985,Angry
21986,Not classified
21987,Fear
21988,Not classified
21989,Happy
21990,Fear
21991,Fear
21992,Not classified
21993,Sad
21994,Not classified
21995,Sad
21996,Not classified
21997,Happy
21998,Surprise
21999,Happy
22000,Not classified
22001,Not classified
22002,Not classified
22003,Not classified
22004,Happy
22005,Not classified
22006,Happy
22007,Not classified
22008,Not classified
22009,Not classified
22010,Not classified
22011,Fear
22012,Happy
22013,Not classified
22014,Angry
22015,Not classified
22016,Not classified
22017,Not classified
22018,Happy
22019,Not classified
22020,Not classified
22021,Sad
22022,Surprise
22023,Not classified
22024,Happy
22025,Not classified
22026,Surprise
22027,Happy
22028,Not classified
22029,Not classified
22030,Not classified
22031,Not classified
22032,Not classified
22033,Sad
22034,Happy
22035,Happy
22036,Not classified
22037,Not classified
22038,Not classified
22039,Fear
22040,Not classified
22041,Fear
22042,Not classified
22043,Not classified
22044,Surprise
22045,Not classified
22046,Happy
22047,Fear
22048,Not classified
22049,Fear
22050,Fear
22051,Not classified
22052,Not classified
22053,Not classified
22054,Fear
22055,Not classified
22056,Surprise
22057,Not classified
22058,Fear
22059,Not classified
22060,Not classified
22061,Sad
22062,Surprise
22063,Surprise
22064,Sad
22065,Not classified
22066,Not classified
22067,Not classified
22068,Not classified
22069,Not classified
22070,Fear
22071,Surprise
22072,Not classified
22073,Surprise
22074,Not classified
22075,Not classified
22076,Not classified
22077,Happy
22078,Fear
22079,Fear
22080,Not classified
22081,Not classified
22082,Not classified
22083,Not classified
22084,Sad
22085,Fear
22086,Surprise
22087,Not classified
22088,Not classified
22089,Not classified
22090,Happy
22091,Fear
22092,Sad
22093,Not classified
22094,Not classified
22095,Sad
22096,Sad
22097,Happy
22098,Not classified
22099,Not classified
22100,Not classified
22101,Happy
22102,Not classified
22103,Happy
22104,Not classified
22105,Surprise
22106,Happy
22107,Not classified
22108,Not classified
22109,Not classified
22110,Happy
22111,Sad
22112,Happy
22113,Angry
22114,Surprise
22115,Not classified
22116,Surprise
22117,Not classified
22118,Not classified
22119,Not classified
22120,Not classified
22121,Not classified
22122,Not classified
22123,Sad
22124,Fear
22125,Not classified
22126,Not classified
22127,Happy
22128,Not classified
22129,Sad
22130,Fear
22131,Not classified
22132,Not classified
22133,Not classified
22134,Not classified
22135,Not classified
22136,Not classified
22137,Not classified
22138,Not classified
22139,Not classified
22140,Not classified
22141,Happy
22142,Sad
22143,Fear
22144,Angry
22145,Happy
22146,Not classified
22147,Not classified
22148,Happy
22149,Not classified
22150,Not classified
22151,Happy
22152,Happy
22153,Surprise
22154,Fear
22155,Happy
22156,Not classified
22157,Angry
22158,Surprise
22159,Not classified
22160,Happy
22161,Fear
22162,Not classified
22163,Not classified
22164,Happy
22165,Not classified
22166,Not classified
22167,Not classified
22168,Happy
22169,Not classified
22170,Sad
22171,Not classified
22172,Not classified
22173,Not classified
22174,Not classified
22175,Not classified
22176,Not classified
22177,Not classified
22178,Not classified
22179,Not classified
22180,Not classified
22181,Happy
22182,Not classified
22183,Not classified
22184,Not classified
22185,Not classified
22186,Not classified
22187,Not classified
22188,Sad
22189,Not classified
22190,Not classified
22191,Fear
22192,Fear
22193,Not classified
22194,Not classified
22195,Surprise
22196,Sad
22197,Not classified
22198,Happy
22199,Fear
22200,Not classified
22201,Not classified
22202,Fear
22203,Not classified
22204,Fear
22205,Not classified
22206,Fear
22207,Angry
22208,Not classified
22209,Not classified
22210,Angry
22211,Not classified
22212,Not classified
22213,Happy
22214,Fear
22215,Fear
22216,Happy
22217,Not classified
22218,Happy
22219,Happy
22220,Not classified
22221,Not classified
22222,Not classified
22223,Happy
22224,Not classified
22225,Surprise
22226,Not classified
22227,Not classified
22228,Happy
22229,Angry
22230,Sad
22231,Not classified
22232,Surprise
22233,Not classified
22234,Not classified
22235,Not classified
22236,Not classified
22237,Not classified
22238,Not classified
22239,Not classified
22240,Not classified
22241,Not classified
22242,Fear
22243,Not classified
22244,Not classified
22245,Not classified
22246,Not classified
22247,Happy
22248,Fear
22249,Happy
22250,Not classified
22251,Not classified
22252,Happy
22253,Angry
22254,Happy
22255,Not classified
22256,Fear
22257,Not classified
22258,Sad
22259,Not classified
22260,Angry
22261,Not classified
22262,Fear
22263,Not classified
22264,Angry
22265,Happy
22266,Not classified
22267,Not classified
22268,Not classified
22269,Sad
22270,Angry
22271,Happy
22272,Happy
22273,Not classified
22274,Surprise
22275,Fear
22276,Happy
22277,Not classified
22278,Not classified
22279,Not classified
22280,Surprise
22281,Happy
22282,Happy
22283,Fear
22284,Angry
22285,Happy
22286,Happy
22287,Not classified
22288,Happy
22289,Not classified
22290,Fear
22291,Not classified
22292,Not classified
22293,Not classified
22294,Not classified
22295,Happy
22296,Surprise
22297,Not classified
22298,Surprise
22299,Fear
22300,Not classified
22301,Happy
22302,Happy
22303,Not classified
22304,Surprise
22305,Not classified
22306,Happy
22307,Not classified
22308,Fear
22309,Not classified
22310,Not classified
22311,Fear
22312,Fear
22313,Happy
22314,Angry
22315,Happy
22316,Not classified
22317,Happy
22318,Not classified
22319,Happy
22320,Not classified
22321,Not classified
22322,Not classified
22323,Angry
22324,Not classified
22325,Happy
22326,Angry
22327,Not classified
22328,Happy
22329,Not classified
22330,Not classified
22331,Sad
22332,Sad
22333,Sad
22334,Angry
22335,Happy
22336,Surprise
22337,Happy
22338,Not classified
22339,Happy
22340,Happy
22341,Not classified
22342,Happy
22343,Surprise
22344,Not classified
22345,Fear
22346,Not classified
22347,Not classified
22348,Not classified
22349,Surprise
22350,Not classified
22351,Not classified
22352,Happy
22353,Angry
22354,Not classified
22355,Happy
22356,Not classified
22357,Angry
22358,Not classified
22359,Not classified
22360,Not classified
22361,Happy
22362,Fear
22363,Not classified
22364,Happy
22365,Angry
22366,Happy
22367,Not classified
22368,Not classified
22369,Not classified
22370,Not classified
22371,Not classified
22372,Not classified
22373,Not classified
22374,Sad
22375,Not classified
22376,Not classified
22377,Angry
22378,Fear
22379,Angry
22380,Surprise
22381,Not classified
22382,Not classified
22383,Fear
22384,Happy
22385,Fear
22386,Not classified
22387,Not classified
22388,Happy
22389,Not classified
22390,Sad
22391,Surprise
22392,Not classified
22393,Surprise
22394,Happy
22395,Surprise
22396,Angry
22397,Sad
22398,Happy
22399,Not classified
22400,Not classified
22401,Not classified
22402,Surprise
22403,Sad
22404,Not classified
22405,Not classified
22406,Not classified
22407,Not classified
22408,Not classified
22409,Not classified
22410,Happy
22411,Not classified
22412,Not classified
22413,Fear
22414,Happy
22415,Angry
22416,Happy
22417,Not classified
22418,Happy
22419,Not classified
22420,Not classified
22421,Not classified
22422,Not classified
22423,Fear
22424,Not classified
22425,Not classified
22426,Surprise
22427,Fear
22428,Surprise
22429,Not classified
22430,Happy
22431,Surprise
22432,Not classified
22433,Not classified
22434,Not classified
22435,Not classified
22436,Sad
22437,Fear
22438,Not classified
22439,Not classified
22440,Not classified
22441,Not classified
22442,Angry
22443,Surprise
22444,Not classified
22445,Not classified
22446,Happy
22447,Not classified
22448,Not classified
22449,Not classified
22450,Surprise
22451,Not classified
22452,Not classified
22453,Not classified
22454,Not classified
22455,Not classified
22456,Not classified
22457,Surprise
22458,Not classified
22459,Not classified
22460,Not classified
22461,Fear
22462,Fear
22463,Not classified
22464,Not classified
22465,Not classified
22466,Not classified
22467,Not classified
22468,Not classified
22469,Happy
22470,Surprise
22471,Not classified
22472,Fear
22473,Not classified
22474,Happy
22475,Happy
22476,Not classified
22477,Happy
22478,Surprise
22479,Not classified
22480,Happy
22481,Fear
22482,Happy
22483,Happy
22484,Not classified
22485,Not classified
22486,Not classified
22487,Happy
22488,Sad
22489,Fear
22490,Not classified
22491,Fear
22492,Not classified
22493,Not classified
22494,Happy
22495,Not classified
22496,Fear
22497,Not classified
22498,Fear
22499,Not classified
22500,Not classified
22501,Happy
22502,Not classified
22503,Not classified
22504,Happy
22505,Not classified
22506,Fear
22507,Not classified
22508,Not classified
22509,Fear
22510,Happy
22511,Not classified
22512,Happy
22513,Not classified
22514,Fear
22515,Not classified
22516,Happy
22517,Not classified
22518,Not classified
22519,Not classified
22520,Not classified
22521,Not classified
22522,Not classified
22523,Not classified
22524,Sad
22525,Happy
22526,Not classified
22527,Fear
22528,Not classified
22529,Surprise
22530,Not classified
22531,Surprise
22532,Not classified
22533,Sad
22534,Happy
22535,Not classified
22536,Fear
22537,Surprise
22538,Not classified
22539,Not classified
22540,Not classified
22541,Not classified
22542,Not classified
22543,Not classified
22544,Happy
22545,Not classified
22546,Happy
22547,Not classified
22548,Angry
22549,Sad
22550,Not classified
22551,Not classified
22552,Not classified
22553,Not classified
22554,Happy
22555,Sad
22556,Happy
22557,Not classified
22558,Not classified
22559,Not classified
22560,Happy
22561,Not classified
22562,Sad
22563,Not classified
22564,Surprise
22565,Not classified
22566,Sad
22567,Angry
22568,Not classified
22569,Happy
22570,Happy
22571,Not classified
22572,Not classified
22573,Happy
22574,Not classified
22575,Surprise
22576,Not classified
22577,Surprise
22578,Not classified
22579,Fear
22580,Not classified
22581,Not classified
22582,Happy
22583,Not classified
22584,Happy
22585,Fear
22586,Not classified
22587,Not classified
22588,Happy
22589,Sad
22590,Sad
22591,Surprise
22592,Not classified
22593,Surprise
22594,Surprise
22595,Not classified
22596,Not classified
22597,Not classified
22598,Fear
22599,Not classified
22600,Fear
22601,Not classified
22602,Not classified
22603,Surprise
22604,Not classified
22605,Happy
22606,Not classified
22607,Angry
22608,Not classified
22609,Surprise
22610,Not classified
22611,Not classified
22612,Not classified
22613,Not classified
22614,Not classified
22615,Angry
22616,Sad
22617,Sad
22618,Not classified
22619,Not classified
22620,Not classified
22621,Happy
22622,Fear
22623,Happy
22624,Not classified
22625,Happy
22626,Happy
22627,Not classified
22628,Not classified
22629,Not classified
22630,Happy
22631,Surprise
22632,Surprise
22633,Sad
22634,Sad
22635,Not classified
22636,Not classified
22637,Not classified
22638,Angry
22639,Not classified
22640,Fear
22641,Happy
22642,Not classified
22643,Not classified
22644,Not classified
22645,Surprise
22646,Fear
22647,Not classified
22648,Sad
22649,Angry
22650,Not classified
22651,Surprise
22652,Angry
22653,Angry
22654,Happy
22655,Surprise
22656,Not classified
22657,Fear
22658,Surprise
22659,Angry
22660,Fear
22661,Angry
22662,Sad
22663,Not classified
22664,Fear
22665,Happy
22666,Angry
22667,Surprise
22668,Not classified
22669,Not classified
22670,Happy
22671,Not classified
22672,Fear
22673,Happy
22674,Not classified
22675,Not classified
22676,Not classified
22677,Happy
22678,Not classified
22679,Not classified
22680,Not classified
22681,Fear
22682,Not classified
22683,Not classified
22684,Happy
22685,Not classified
22686,Not classified
22687,Not classified
22688,Happy
22689,Not classified
22690,Not classified
22691,Not classified
22692,Not classified
22693,Sad
22694,Not classified
22695,Not classified
22696,Surprise
22697,Not classified
22698,Not classified
22699,Not classified
22700,Not classified
22701,Happy
22702,Not classified
22703,Not classified
22704,Happy
22705,Sad
22706,Not classified
22707,Happy
22708,Fear
22709,Not classified
22710,Not classified
22711,Happy
22712,Fear
22713,Not classified
22714,Surprise
22715,Surprise
22716,Not classified
22717,Fear
22718,Not classified
22719,Angry
22720,Fear
22721,Surprise
22722,Not classified
22723,Not classified
22724,Surprise
22725,Not classified
22726,Not classified
22727,Not classified
22728,Not classified
22729,Not classified
22730,Sad
22731,Not classified
22732,Surprise
22733,Not classified
22734,Happy
22735,Not classified
22736,Not classified
22737,Happy
22738,Not classified
22739,Not classified
22740,Not classified
22741,Not classified
22742,Not classified
22743,Not classified
22744,Not classified
22745,Angry
22746,Sad
22747,Angry
22748,Not classified
22749,Not classified
22750,Not classified
22751,Surprise
22752,Surprise
22753,Not classified
22754,Not classified
22755,Happy
22756,Sad
22757,Happy
22758,Happy
22759,Happy
22760,Not classified
22761,Not classified
22762,Not classified
22763,Not classified
22764,Not classified
22765,Surprise
22766,Not classified
22767,Fear
22768,Sad
22769,Not classified
22770,Not classified
22771,Not classified
22772,Fear
22773,Not classified
22774,Surprise
22775,Not classified
22776,Happy
22777,Fear
22778,Not classified
22779,Sad
22780,Not classified
22781,Not classified
22782,Not classified
22783,Sad
22784,Not classified
22785,Happy
22786,Surprise
22787,Fear
22788,Fear
22789,Fear
22790,Fear
22791,Not classified
22792,Not classified
22793,Angry
22794,Not classified
22795,Not classified
22796,Happy
22797,Not classified
22798,Not classified
22799,Not classified
22800,Not classified
22801,Not classified
22802,Angry
22803,Not classified
22804,Angry
22805,Not classified
22806,Not classified
22807,Sad
22808,Not classified
22809,Surprise
22810,Not classified
22811,Angry
22812,Happy
22813,Sad
22814,Not classified
22815,Happy
22816,Angry
22817,Not classified
22818,Not classified
22819,Not classified
22820,Fear
22821,Sad
22822,Not classified
22823,Happy
22824,Not classified
22825,Surprise
22826,Not classified
22827,Angry
22828,Sad
22829,Fear
22830,Not classified
22831,Not classified
22832,Sad
22833,Surprise
22834,Not classified
22835,Happy
22836,Fear
22837,Angry
22838,Happy
